siteID,date,month,year,plotID,tagID,taxonID,scientificName,taxonRank,identificationQualifier,nativeStatusCode,sex,recapture,fate,hindfootLength,earLength,tailLength,totalLength,weight,dataQF
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2885,MYGA,Myodes gapperi,species,NA,N,M,N,dead,16,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2339,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,15,77,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.L2856,MYGA,Myodes gapperi,species,NA,N,F,Y,dead,NA,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.L0948,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,20,14,78,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2600,MYGA,Myodes gapperi,species,NA,N,F,Y,released,18,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2822,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,20,15,66,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2811,MYGA,Myodes gapperi,species,NA,N,M,N,released,16,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2499,PELE,Peromyscus leucopus,species,cf. species,N,M,Y,released,20,16,75,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2773,MYGA,Myodes gapperi,species,NA,N,M,Y,released,19,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.L3059,MYGA,Myodes gapperi,species,NA,N,F,N,released,17,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2860,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,14,71,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R3079,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,19,15,80,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2812,MYGA,Myodes gapperi,species,NA,N,M,N,released,19,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.L3183,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,19,13,65,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R3055,MYGA,Myodes gapperi,species,NA,N,M,N,released,16,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2467,MYGA,Myodes gapperi,species,NA,N,F,Y,escaped,NA,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2883,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,20,15,77,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2879,MYGA,Myodes gapperi,species,NA,N,F,N,released,18,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2865,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,14,78,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R3176,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,22,15,69,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.215591,MYGA,Myodes gapperi,species,NA,N,M,Y,released,17,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2855,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,19,15,75,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2259,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,22,16,78,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2542,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,18,14,76,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2881,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,20,15,73,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2762,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,22,15,80,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R0936,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,78,NA,24,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2380,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,83,NA,23,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.L3143,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,21,15,87,NA,24,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2406,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,16,86,NA,24,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.L2628,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,15,85,NA,29,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.912466,NAIN,Napaeozapus insignis,species,NA,N,M,N,released,30,NA,NA,NA,34,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2232,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,50,15,75,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.L2866,MYGA,Myodes gapperi,species,NA,N,F,Y,released,13,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2771,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,16,78,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2766,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,16,79,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2464,MYGA,Myodes gapperi,species,NA,N,F,Y,released,18,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2814,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,20,16,76,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2532,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,19,15,76,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R3177,MYGA,Myodes gapperi,species,cf. species,N,F,N,released,19,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_021,NEON.MAM.D01.R2473,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,14,80,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.23J102016082,BLBR,Blarina brevicauda,species,NA,N,F,N,dead,NA,NA,NA,NA,NA,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2543,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,15,76,NA,19,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R1383,NAIN,Napaeozapus insignis,species,NA,N,F,Y,released,31,NA,NA,NA,28,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2400,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,88,NA,25,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.L2515,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,21,15,75,NA,21,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2937,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,19,15,65,NA,17,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2415,PELE,Peromyscus leucopus,species,cf. species,N,M,Y,released,20,15,80,NA,19,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2321,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,16,88,NA,24,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2512,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,15,76,NA,25,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.L2776,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,16,79,NA,23,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2402,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,15,88,NA,23,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2552,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,15,80,NA,20,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2513,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,20,15,86,NA,29,NA
HARV,2016-08-29,8,2016,HARV_023,NEON.MAM.D01.R2567,TAST,Tamias striatus,species,NA,N,F,Y,released,32,NA,NA,NA,82,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.L1462,TAST,Tamias striatus,species,NA,N,F,Y,released,31,NA,NA,NA,93,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2492,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,85,NA,24,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2940,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,21,15,77,NA,23,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2274,MYGA,Myodes gapperi,species,NA,N,F,Y,released,17,NA,NA,NA,27,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2923,MYGA,Myodes gapperi,species,NA,N,M,Y,released,16,NA,NA,NA,25,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2893,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,20,15,77,NA,23,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.08G720160830,BLBR,Blarina brevicauda,species,NA,N,F,Y,dead,NA,NA,NA,NA,NA,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2428,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,14,85,NA,23,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2875,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,19,14,75,NA,22,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.23F920160830,BLBR,Blarina brevicauda,species,NA,N,F,N,dead,NA,NA,NA,NA,NA,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R3199,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,19,15,82,NA,21,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2561,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,80,NA,22,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2380,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,escaped,20,15,80,NA,25,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R3066,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,21,16,80,NA,30,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2815,MYGA,Myodes gapperi,species,NA,N,F,N,released,18,NA,NA,NA,18,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2321,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,14,82,NA,25,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2406,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,21,15,80,NA,24,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2650,TAST,Tamias striatus,species,NA,N,F,Y,released,30,NA,NA,NA,70,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2400,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,84,NA,25,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.23C720160830,BLBR,Blarina brevicauda,species,NA,N,F,Y,dead,NA,NA,NA,NA,NA,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2613,MYGA,Myodes gapperi,species,NA,N,M,Y,released,16,NA,NA,NA,20,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R3136,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,80,NA,21,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.21I720150830,BLBR,Blarina brevicauda,species,NA,N,F,N,dead,NA,NA,NA,NA,NA,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2259,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,77,NA,21,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R3138,MYGA,Myodes gapperi,species,NA,N,F,N,released,17,NA,NA,NA,20,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2543,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,15,75,NA,18,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.23G920160830,BLBR,Blarina brevicauda,species,NA,N,F,N,dead,NA,NA,NA,NA,NA,NA
HARV,2016-08-30,8,2016,HARV_023,NEON.MAM.D01.R2567,TAST,Tamias striatus,species,NA,N,F,Y,released,31,NA,NA,NA,79,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2857,MYGA,Myodes gapperi,species,NA,N,F,Y,released,17,NA,NA,NA,17,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2387,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,14,84,NA,23,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2495,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,21,16,81,NA,23,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2536,MYGA,Myodes gapperi,species,NA,N,F,Y,released,17,NA,NA,NA,22,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2494,MYGA,Myodes gapperi,species,NA,N,F,Y,released,21,NA,NA,NA,40,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2546,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,18,16,78,NA,16,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2488,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,23,17,86,NA,27,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2913,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,18,15,69,NA,22,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.L2469,TAST,Tamias striatus,species,NA,N,F,Y,released,35,NA,NA,NA,76,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2861,MYGA,Myodes gapperi,species,NA,N,M,Y,released,16,NA,NA,NA,19,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2422,TAST,Tamias striatus,species,NA,N,M,Y,released,30,NA,NA,NA,84,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R0981,TAST,Tamias striatus,species,NA,N,M,Y,released,30,NA,NA,NA,83,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R3141,MYGA,Myodes gapperi,species,NA,N,M,Y,released,17,NA,NA,NA,21,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R2690,MYGA,Myodes gapperi,species,NA,N,F,Y,released,16,NA,NA,NA,21,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R3147,MYGA,Myodes gapperi,species,NA,N,M,N,released,16,NA,NA,NA,19,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.L0948,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,20,15,83,NA,19,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.297116,MYGA,Myodes gapperi,species,NA,N,M,N,dead,17,NA,NA,NA,19,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2855,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,77,NA,23,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R3127,MYGA,Myodes gapperi,species,NA,N,F,N,released,16,NA,NA,NA,19,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2762,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,15,83,NA,21,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2883,PELE,Peromyscus leucopus,species,cf. species,N,F,N,released,20,16,80,NA,20,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2472,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,19,17,80,NA,20,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2858,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,16,80,NA,19,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2773,MYGA,Myodes gapperi,species,NA,N,M,Y,released,18,NA,NA,NA,17,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2812,MYGA,Myodes gapperi,species,NA,N,M,Y,released,17,NA,NA,NA,18,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2836,MYGA,Myodes gapperi,species,NA,N,F,N,released,18,NA,NA,NA,19,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2863,MYGA,Myodes gapperi,species,NA,N,F,Y,released,17,NA,NA,NA,22,NA
HARV,2016-08-30,8,2016,HARV_021,NEON.MAM.D01.R2860,PELE,Peromyscus leucopus,species,cf. species,N,M,Y,released,20,15,74,NA,19,NA
HARV,2016-08-30,8,2016,HARV_008,NEON.MAM.D01.R1211,TAST,Tamias striatus,species,NA,N,F,Y,released,31,NA,NA,NA,90,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2612,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,15,79,NA,16,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2766,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,81,NA,19,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.L2869,MYGA,Myodes gapperi,species,NA,N,M,Y,released,18,NA,NA,NA,20,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R3140,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,19,15,80,NA,26,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2826,MYGA,Myodes gapperi,species,cf. species,N,F,N,released,17,NA,NA,NA,15,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R3146,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,20,15,82,NA,20,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2773,MYGA,Myodes gapperi,species,NA,N,M,Y,released,17,NA,NA,NA,17,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2839,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,16,75,NA,24,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R3135,MYGA,Myodes gapperi,species,NA,N,F,N,dead,17,NA,NA,NA,17,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2860,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,75,NA,17,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2771,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,75,NA,18,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2865,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,16,79,NA,17,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R3132,MYGA,Myodes gapperi,species,NA,N,M,N,released,16,NA,NA,NA,21,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R3148,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,21,15,76,NA,18,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2547,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,19,14,74,NA,16,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2940,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,21,16,80,NA,22,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2488,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,22,15,80,NA,26,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R3188,TAST,Tamias striatus,species,NA,N,F,N,released,32,NA,NA,NA,94,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.L3128,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,16,79,NA,17,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.L2664,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,16,83,NA,23,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2902,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,19,13,77,NA,19,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R3149,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,15,79,NA,19,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.215591,MYGA,Myodes gapperi,species,NA,N,M,Y,released,18,NA,NA,NA,29,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2855,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,19,15,79,NA,21,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2881,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,20,15,73,NA,15,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R3055,MYGA,Myodes gapperi,species,NA,N,M,Y,released,17,NA,NA,NA,22,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.L0948,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,16,80,NA,17,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2613,MYGA,Myodes gapperi,species,NA,N,M,Y,released,17,NA,NA,NA,20,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2754,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,16,90,NA,28,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2858,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,17,84,NA,21,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R2499,PELE,Peromyscus leucopus,species,cf. species,N,M,Y,released,20,15,79,NA,20,NA
HARV,2016-08-31,8,2016,HARV_021,NEON.MAM.D01.R3044,MYGA,Myodes gapperi,species,NA,N,F,N,released,17,NA,NA,NA,17,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.R2321,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,19,15,82,NA,23,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2387,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,18,17,85,NA,21,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2907,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,14,71,NA,21,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2492,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,14,84,NA,23,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2422,TAST,Tamias striatus,species,NA,N,M,Y,released,33,NA,NA,NA,83,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2913,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,14,70,NA,16,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.L2407,MYGA,Myodes gapperi,species,NA,N,F,Y,released,17,NA,NA,NA,34,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R0949,MYGA,Myodes gapperi,species,NA,N,M,Y,released,18,NA,NA,NA,30,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2264,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,19,16,83,NA,21,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2494,MYGA,Myodes gapperi,species,NA,N,F,Y,released,19,NA,NA,NA,39,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2495,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,20,16,81,NA,25,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R3003,MYGA,Myodes gapperi,species,NA,N,M,N,released,16,NA,NA,NA,20,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2554,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,16,76,NA,25,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.L3050,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,21,15,75,NA,17,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.R2415,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,13,77,NA,21,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.L2824,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,22,14,76,NA,19,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.R2540,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,21,15,80,NA,23,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.L3195,PEMA,Peromyscus maniculatus,species,cf. species,N,M,N,released,19,14,65,NA,13,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.L3143,PEMA,Peromyscus maniculatus,species,cf. species,N,M,Y,released,20,15,80,NA,24,NA
HARV,2016-08-31,8,2016,HARV_023,NEON.MAM.D01.R2406,PEMA,Peromyscus maniculatus,species,cf. species,N,F,Y,released,21,15,82,NA,23,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R1211,TAST,Tamias striatus,species,NA,N,M,Y,released,32,NA,NA,NA,89,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R3076,PEMA,Peromyscus maniculatus,species,cf. species,N,F,N,released,21,16,76,NA,22,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2536,MYGA,Myodes gapperi,species,NA,N,F,Y,released,17,NA,NA,NA,21,NA
HARV,2016-08-31,8,2016,HARV_008,NEON.MAM.D01.R2610,PELE,Peromyscus leucopus,species,cf. species,N,F,Y,released,20,15,75,NA,20,NA
